337,56558
491,56720
366,56603
288,56532
95,56330
543,56757
218,56443
148,0
1275,57515
21,23673
-52,32834
45,29318
-91,29244
417,57488
57,39136
285,30056
437,20149
246,25568
556,30665
230,20016
425,30258
29,30126
8,39138
395,30479
445,39232
125,20018
50,31003
99,41032
434,27517
11,49948
446,49178
9,31346
-130,59524
-100,59549
-87,29298
263,59917
-89,29317
378,0
252,59902
-16,0
550,33732
142,43931
91,32834
30,25740
327,50985
1234,41851
684,41749
-50,41823
32,41774
461,61905
219,61669
145,41978
691,50979
235,41744
594,51446
19,25568
28,71559
-167,0
420,23719
470,23746
865,23662
966,23844
-154,36524
-1,27517
683,0
-141,29298
-72,29317
22,37538
313,45536
-167,64054
149,27398
100,27286
28,29318
52,65108
-98,64967
290,65343
-170,64895
-200,64858
-94,64969
-148,64905
-48,65008
-107,0
-41,65017
-94,64967
-97,64962
463,37142
219,39384
186,28441
-89,23673
277,47232
379,28468
1536,37182
-88,55367
129,29244
386,57488
-125,20149
196,30149
78,30665
-54,30647
-63,30258
252,30126
-107,20242
70,30479
-22,20018
243,31003
201,31047
233,49178
213,31346
20,59524
-9,59549
242,69979
-67,25671
-10,25740
-2,59902
114,36524
160,70718
455,61904
102,71635
-63,0
236,71780
6,71539
-20,0
4,71530
-76,71467
-9,0
5,23719
95,23662
100,23746
320,29318
-90,23844
98,63581
39,63433
-57,65343
-85,64858
7,64905
-85,0
-62,74179
122,65017
14,64967
-58,74183
21,64962
185,28441
-88,37329
51,37142
311,25671
-3,43931
-160,47232
132,28468
71,25740
-120,55367
7,29244
0,57488
43,30056
1,30149
15,30665
34,30647
-16,30258
-20,30126
-25,30479
191,20242
60,31003
116,31047
-3,31346
-69,49178
45,59524
-47,59549
55,59917
89,69979
237,59902
-11,70718
66,61904
137,71483
48,71780
57,0
76,71530
67,80657
219,23746
-106,23844
16,65108
101,64967
17,65343
21,64969
20,64895
-70,64858
15,65008
324,83615
18,74179
18,64967
87,74183
87,64962
105,29244
-66,57488
104,31003
-6,49178
-65,31346
-105,70718
93,61904
207,23719
-158,23746
64,23844
-22,0
-6,23767
-20,0
-18,0
112,0
-91,27291
-108,0
58,29242
118,0
-29,21918
62,29242
85,23767
58,32832
109,32883
78,32855
102,34681
64,31042
-23,21893
-19,21893
49,21966
121,22039
94,27294
26,23745
-52,23664
31,23745
112,37382
142,23848
166,0
133,24750
-120,29242
-18,24599
-22,0
-22,24598
61,0
98,33777
52,33723
37,25552
30,25546
109,25546
140,0
34,25545
24,25545
38,25549
-59,25459
-70,25444
94,0
42,0
67,21918
-154,0
91,36456
157,23767
352,32832
211,32883
97,37356
101,37370
56,26467
72,29242
34,26447
126,26549
133,26393
-23,26393
39,26447
71,26470
273,34681
127,39202
67,0
72,27389
112,0
108,39180
-75,0
112,31042
28,0
62,0
178,44636
123,40986
47,29165
204,27294
243,0
252,20104
149,20098
197,37382
151,30165
222,20089
-41,29242
117,0
-49,47130
-159,30757
154,31066
141,33777
168,33723
210,43785
112,22039
236,0
-9,21918
142,32979
125,32963
177,0
140,32972
102,44581
83,0
470,36456
164,27291
105,49979
182,36472
-20,23745
368,34047
93,32832
104,23767
-3,32883
175,34746
110,37356
91,37370
-48,26467
73,26447
-35,26447
167,29242
-12,26549
85,26447
98,35578
133,35578
176,26373
61,34681
159,36533
155,48230
21,39202
-35,0
-47,27389
298,36679
-4,36363
56,48134
97,31042
83,0
273,40986
-24,29261
101,49954
65,29165
253,27294
-28,38133
-103,38133
71,20098
102,37382
203,30165
209,20022
115,41890
587,20089
-2,29242
35,47130
104,33777
79,39278
142,30892
-33,0
81,31066
153,52720
9,21918
156,21893
199,21967
167,21893
364,36456
-55,32979
-10,32963
40,32963
59,32963
160,27291
-1,41778
-31,41732
-115,32930
-107,41667
-63,41667
93,41850
-54,41850
185,33071
95,32832
7,23767
215,32883
181,37356
146,23745
154,37370
214,23848
174,34047
262,29242
101,60778
260,34732
44,0
-24,34681
54,39202
50,48230
81,26546
104,26393
58,26549
164,26447
241,26470
105,26373
189,39180
238,26532
68,31042
87,45331
-47,45331
-99,27389
660,27389
-36,36679
401,36679
101,62586
89,44636
368,36363
206,27360
273,40986
114,49954
197,37243
96,46354
-37,47136
194,29261
169,29165
255,38133
101,41890
-3,48075
97,29242
305,48376
78,47130
182,48257
151,0
96,33777
284,0
55,39278
91,43785
115,49088
8,30757
108,30757
285,31066
399,21893
656,44581
276,21967
350,21893
359,21966
99,36456
284,32963
13,32979
156,36472
-52,41778
70,41778
153,27291
91,32972
-1,32930
357,41850
-27,33071
4,33071
-29,23745
-28,23767
0,32832
106,23664
-14,32883
262,23745
241,37370
297,34047
190,29242
99,52676
94,26467
97,53574
319,39202
220,48230
98,53576
163,26447
172,26546
206,26393
106,27294
576,26373
108,39180
164,26532
262,48134
2,29242
239,31042
159,0
43,47130
577,54436
103,40986
237,21918
208,49954
55,45331
382,27389
199,36632
-5,36632
273,36363
278,27360
-53,32832
61,23767
30,32883
486,41890
-37,32855
90,33723
-12,43785
130,27294
49,29242
58,47130
-3,71464
5,36456
62,36472
-18,32832
-5,32883
186,37243
-17,37243
-196,37243
1763,37356
63,37474
85,37370
-114,32855
130,56273
32,56210
536,29242
413,29261
369,29165
537,38133
68,48134
712,48061
362,48075
-21,31042
121,48376
203,48253
240,48257
325,0
18,57756
149,40986
558,30892
103,49954
522,31066
228,30757
139,59641
89,59629
185,59724
80,59619
84,59623
85,59621
92,59626
376,41890
147,43785
456,60892
221,61554
40,61380
-23,36456
277,61611
62,27291
69,61400
168,36472
218,61552
258,61600
341,61662
327,61667
482,61813
367,61708
92,61435
265,23745
516,29242
263,23848
348,34047
806,63925
198,31042
230,54436
300,64342
153,41890
202,65129
194,65129
182,65120
61,65001
78,65019
146,65079
141,65074
135,65077
308,65239
304,65232
237,65169
190,52720
72,36456
-23,27291
255,37474
294,46354
498,29261
154,29165
301,38133
332,48061
-5,48075
43,48257
207,49088
113,30757
145,31066
100,59641
65,59629
51,59724
407,60074
85,59619
173,59623
92,59626
-3,60892
208,61554
109,61400
99,61611
212,61552
37,61600
0,61667
72,61813
100,61708
59,23745
48,23745
98,23848
105,34047
373,64342
62,65129
-13,65129
105,65120
62,65001
53,74231
55,65019
-33,65079
83,65116
71,65074
102,65239
1,65077
1,65232
-47,37243
103,46354
105,29261
51,48075
112,48061
207,48376
108,48253
49,48257
55,57756
-21,31066
143,59629
-4,59641
51,60074
69,59619
-43,59623
54,60892
38,61380
38,61400
-45,61611
75,61552
96,61662
194,61667
2,61813
-37,61435
169,23745
40,23664
138,23745
-45,34047
224,65129
-7,65129
-4,65120
71,65001
135,74231
142,65116
132,65079
153,65074
136,65232
93,65077
143,65239
124,65169
40,29261
45,29165
-30,30892
-5,31066
48,30757
-98,23745
119,34047
-13,0
-149,0
-66,21968
-86,0
-86,0
-154,0
39,25672
-180,0
-98,0
98,20273
-79,20094
-47,20123
63,22045
155,22126
-15,21968
50,0
-76,27367
-97,0
-58,29167
-122,0
54,32886
-31,23746
-40,0
79,0
-32,23745
-34,0
-80,23693
-134,23645
21,0
99,33832
89,33831
88,27519
8,24691
65,24746
73,24750
356,37679
194,25669
66,24745
-66,24591
-9,25448
90,0
210,25655
-112,25348
95,25552
-107,25348
-22,0
4,35531
157,29167
159,35661
14,26359
-103,26252
95,26447
-11,26346
-2,26353
-11,26345
-156,26197
-104,26251
-142,26204
-1,0
17,26366
-4,26348
-6,26344
95,0
-156,27099
-63,22042
-13,27244
-193,27060
-126,0
-125,0
-198,27061
-166,27092
-47,27194
-64,27195
104,37446
251,41181
10,37354
23,0
-9,0
-70,0
-18,0
-29,0
-5,28148
-25,0
70,0
-86,0
16,0
116,29168
43,29095
24,29144
8,29096
-7,29098
75,0
-4,39132
71,39191
107,42836
-116,29896
-77,29945
-91,0
39,20094
23,21968
141,31049
-49,30870
125,31044
-88,0
22,31845
194,32886
202,27519
-28,22045
192,22126
-121,21968
1,32783
532,37679
112,33832
-55,33554
-143,33470
-184,33435
-106,0
-126,33490
-103,0
17,33630
115,25669
23,29167
71,25672
35,34551
21,24746
-66,24750
121,24745
40,24694
421,24800
-134,24591
148,24693
32,35531
205,44734
-118,0
-179,35233
-155,35257
-152,35258
125,22042
22,0
44,27367
98,36470
336,36657
-187,0
-85,36233
-157,0
-87,36232
-7,36266
19,40985
31,37446
-367,41181
123,0
165,37354
-129,27099
-153,27244
-165,37056
-41,37175
-179,27251
-185,0
-148,27195
153,50983
104,29168
292,29095
-40,38079
97,0
-66,38033
-63,38046
14,0
191,42836
-173,29144
23,29096
88,29098
178,43686
-9,21968
-163,29959
-73,29896
-71,29945
-78,39831
188,20094
358,20123
129,40978
119,30870
-88,30893
51,40873
121,32886
232,27519
-192,31846
-192,31846
-192,31846
-192,31846
-192,31846
-7,0
218,31861
218,31861
218,31861
-73,31701
604,37679
114,33832
201,33831
-36,22045
72,21968
-25,22126
182,25669
49,29167
173,25672
-73,33435
296,0
174,43655
-44,33490
58,33554
8,35531
295,35661
241,34551
564,24746
114,24691
40,24694
347,24745
224,24693
384,24591
535,24800
213,27367
175,35269
-79,35233
-26,35257
-22,40985
312,37673
-72,41181
70,37354
939,47132
873,47088
420,46633
108,50847
839,29168
15,29095
-169,46930
-26,27099
-67,37056
-177,27060
-44,37134
-66,27251
-83,27061
247,27194
-53,57082
47,39132
141,39191
-1,42836
97,0
-39,38079
64,38033
30,38046
193,38135
117,21968
317,29144
320,29098
-9,54157
172,49987
113,49931
166,49984
156,0
77,49882
-24,0
-9,32886
246,27519
121,31049
97,30870
95,40873
161,30764
-25,31044
-9,33832
29,33831
588,41783
489,51982
-19,31861
-19,31861
-19,31861
83,31845
-32,31701
194,25669
49,29167
52,25672
-63,21968
-78,32783
176,35661
-113,53184
-96,33533
194,33554
-223,53060
-58,33435
-263,33470
43,33490
87,33554
107,63544
12,27367
-97,36470
-72,40985
21,37446
-5,37673
197,68132
172,37354
-113,53947
66,54133
-30,54035
9,54082
508,54569
7,54074
33,54069
-111,50847
-67,50983
-50,29168
14,29095
10,45533
-120,35269
-214,35233
122,39132
66,57082
211,35257
44,39191
-122,35258
-4,43686
122,55878
246,55988
173,55930
324,56059
169,55877
-5,21968
545,36657
25,36233
240,40978
203,27519
229,36377
-145,0
225,36232
-44,36266
866,36639
261,57749
148,57646
20,0
82,57538
251,57746
103,29167
24,58363
-259,38079
-5,38033
80,38046
-65,38135
93,33832
29,29144
15,29096
102,29098
-91,50983
84,31049
39,30870
197,30893
310,40873
419,30764
-87,31044
663,30804
1,43686
1701,62375
601,61275
388,61061
843,61499
48,60726
612,61277
17,27519
63,63544
27,27367
112,36470
39,37446
123,37673
-84,37354
812,62266
-65,50847
-3,50983
206,39132
254,57082
360,46370
383,46633
-104,63210
-62,63245
222,63533
263,63580
375,63699
155,63473
-187,63131
328,63650
527,63824
-112,0
106,40978
837,64998
1,64143
305,0
-13,32886
162,53947
24,54133
83,54035
-30,54074
965,54082
159,54569
484,54069
149,66108
281,66238
587,66547
40,66001
-110,65849
162,28266
31,28148
112,66062
42,65995
260,28161
149,66878
108,66846
223,0
14,66733
17,66724
-8,66730
-95,0
61,66750
82,27367
110,36470
-69,0
121,67764
186,0
-84,67546
337,67974
-104,67537
296,0
-71,68469
-10,68531
101,0
647,0
65,29168
-53,68473
11,68532
-81,68448
-90,68432
-63,68461
-98,68443
-66,68431
33,69471
2,69436
133,0
12,69451
463,69855
136,21968
321,70662
-45,70283
-13,0
-11,0
-68,70270
-40,70289
354,70685
-41,71379
-42,71378
7,0
-86,71332
-49,71371
-67,71354
-33,71381
-76,71349
-160,0
-58,71361
11,71431
58,71434
38,0
157,71569
-76,71342
-63,71343
274,71654
11,25672
256,47132
231,46370
-136,47088
81,27367
-85,36470
-57,46633
81,63245
27,63210
100,63376
226,63273
-52,63533
72,63097
40,63699
-52,63473
-64,63650
100,73288
-77,63824
-81,54133
31,53947
51,54074
-149,54569
-90,54069
-13,66238
43,66547
-159,65849
11,66001
19,28148
-69,65995
-70,28161
138,66846
27,66878
-4,0
1,66724
72,66750
-85,0
133,76945
2,67537
-59,67974
16,76833
-98,0
4,77729
-47,77670
-94,0
-97,0
-82,77631
-105,0
-90,0
170,77876
-137,77578
-14,77685
-107,0
-93,69471
-84,69368
528,69436
-3,0
26,78632
140,0
63,69451
184,69855
104,70250
71,70662
-20,79557
4,70373
-3,79573
49,70270
7,70247
-25,79548
97,70380
110,70341
48,70289
53,71379
-35,71332
-36,71371
150,71381
-14,71349
58,80536
191,71434
73,80533
35,71431
138,71384
-15,71569
4,71654
-8,71359
173,81489
26,81333
230,81547
524,81831
146,0
-81,81231
163,81477
136,81453
73,81382
36,81355
102,54133
148,53947
156,54035
144,54082
225,54074
85,54069
302,76147
155,66846
290,66878
146,66730
85,66724
18,66750
-155,86563
-97,77670
32,77729
-48,0
-170,77631
-77,77876
-176,77685
-26,70283
11,79557
-75,70373
60,70270
-3,70380
-18,70341
71,70685
278,81489
431,81453
-81,81355
110,22143
-7,0
12,23847
8,23843
-13,0
-152,20021
-44,29190
-63,20095
-97,0
-81,20092
-96,0
2,0
-91,0
4,21979
-4,21972
-18,0
1,29242
237,31271
-72,23847
-62,23843
33,32872
77,23801
-268,23468
-44,34579
-227,23553
901,24650
-30,23747
-85,23654
-7,33734
127,24755
80,24758
148,37486
-113,25346
-105,25350
-17,25446
-103,25357
-163,25258
-1,0
-186,0
-79,25345
39,25451
-6,25451
-26,29190
170,35673
78,0
-6,26348
96,0
-8,27249
-87,27150
-5,27249
38,0
-78,40861
50,40977
-28,0
368,42174
61,29242
133,0
28,29144
-55,29063
61,0
29,29147
135,23847
70,23843
-32,32872
94,39231
149,20021
140,22143
677,20020
148,20092
156,30145
203,30197
105,31271
10,0
127,31046
41,30948
310,0
396,41328
92,44631
224,0
71,30963
244,44785
71,30945
66,40978
331,0
57,31845
-80,31744
59,37365
143,33734
77,37486
-102,32673
17,32773
56,32834
458,33234
-133,32647
19,32765
-13,32749
55,0
-126,32648
102,32875
100,32877
254,33035
-227,32558
1,32775
-7,32768
-36,33583
-215,0
32,0
-85,33533
70,35545
245,35673
-9,24758
177,45536
9,0
-48,35360
23,0
-70,0
67,40861
-95,46243
200,40977
581,36850
50,36375
90,42174
-10,41939
169,50971
245,37465
-12,37181
156,37380
55,23847
63,39234
193,39231
50,38148
-36,34579
-69,38949
-23,29144
-19,29063
-41,38978
-138,29148
-19,29147
-19,29068
39,41035
266,41328
292,44785
267,40978
99,0
363,20095
26,20020
39,20092
209,30197
25,30145
311,41108
82,31046
-85,40737
-35,30948
61,40847
68,30963
-10,40781
-38,30956
110,30945
214,33734
68,37486
4,29190
136,38529
183,41871
117,0
622,43240
568,43184
299,35673
35,42647
505,0
315,35545
624,33583
255,45536
-102,0
-20,43485
59,43562
102,27594
424,43933
95,43585
234,33533
148,46243
41,49945
11,40977
87,24755
-12,42174
72,41939
245,60078
-3,50971
227,29242
188,45476
378,35468
618,35448
292,35360
120,45431
97,0
166,48731
98,39234
137,23843
89,32872
59,39231
296,27157
303,27249
57,27249
462,27247
-5,34579
72,22143
820,37465
609,37181
440,41035
344,41328
147,44785
268,40978
-226,38148
415,48432
23,37365
92,29144
61,29244
-78,29063
95,37486
107,29148
81,29068
427,29248
308,20246
328,38529
460,50251
901,20095
32,20020
-91,20092
248,30197
149,30145
162,30158
222,41108
152,31046
510,40737
306,30945
283,30963
336,30966
245,30956
-61,35673
141,40777
365,35545
556,45536
28,41990
49,27594
57,41871
95,44630
-87,46243
-111,40861
130,43240
274,42776
-99,42647
-16,52334
41,40977
70,42174
-158,43485
129,68969
-93,41939
-11,43933
-119,43585
85,60078
12,50971
252,48731
382,39234
441,39231
-79,34579
68,24758
81,54566
-68,22143
-42,54432
-170,0
767,55270
-85,0
2,0
-219,54274
150,31271
-3,41035
-24,54834
-226,54629
85,41328
-201,0
-239,0
-132,0
-56,54774
-202,54635
-261,0
-34,40978
34,25350
45,25346
-205,25446
-238,25357
-111,25345
-95,25451
-36,25447
-45,25451
136,42174
-7,68969
121,60078
-47,56610
208,57708
165,57648
791,58287
586,58081
269,0
206,57707
596,58092
-89,71443
381,71866
240,57741
276,45536
682,38148
-134,46243
12,38529
53,38949
512,29144
602,29244
274,29063
146,38978
271,29148
79,29147
97,29068
242,29242
-314,59372
-27,59690
-384,0
-214,59496
-217,59497
253,60934
414,0
936,0
-36,68969
106,60784
91,41939
128,39234
-88,60078
-105,50971
776,61445
1058,61727
81,39231
-45,22143
2268,0
201,61663
162,61612
339,41035
254,61708
208,61669
-25,41328
52,61513
752,62212
325,0
396,61820
292,40978
259,27157
765,27249
252,27249
1019,27150
185,27247
829,64126
189,63462
6,63322
195,63472
111,64231
147,0
-298,63865
-15,64147
-169,63980
-181,63973
1996,0
62,0
390,65331
-19,42174
22,41939
-132,60078
0,0
114,65012
672,45536
491,27594
-115,65845
40,54834
97,54629
-197,0
191,54774
-118,65843
-77,54635
212,66176
-18,44630
393,67130
336,67074
407,29242
4,31271
207,57708
269,57648
-191,67452
511,58081
6,58092
-263,38148
10,48432
-67,59372
37,59496
-186,59497
158,45536
-4,70330
-146,70174
90,70430
17,0
-89,61708
74,61669
23,62212
26,61820
260,27157
-90,27249
163,27150
65,27249
150,31271
58,64126
108,63462
85,63472
83,73269
181,65845
-88,54834
-146,74865
-71,54731
-21,65843
-40,54774
-61,54635
11,75930
1,67074
34,67132
-103,0
134,20021
49,20246
27,50251
147,20092
-2,20020
21,30197
-18,30158
-209,59372
30,59690
-105,59496
-2,70174
245,70330
32,70357
67,70180
319,79873
-35,79532
34,70431
45,80529
4,0
-101,0
119,80563
-86,27157
-6,27249
173,27249
9,27150
-32,27247
200,74281
68,65331
138,74180
71,75930
125,67130
41,67074
-18,84965
67,67132
-11,44630
-129,38148
45,48432
-12,70330
45,70357
-104,79873
63,27157
-90,27150
-89,27249
41,92342
